Tweet|Polaridade
Mg estado da cachaça|Neutro
MG falida e a prioridade é comprar helicóptero??|Neutro
MG i te hablo...|Neutro
mg melhor estado |Neutro
MG o unico estado q permite tarrafa e rede |Neutro
MG registra 23 casos prováveis de febre amarela, com 14 mortes |Negativo
MG, certeza que o inferno é vizinho desse estado|Negativo
MG: lei da agricultura familiar completa seis anos com a inclusão de mais de 200 #agroindústrias em todo o Estado… |Positivo
MG: Lei da agricultura familiar completa seis anos com a inclusão de mais de 200 agroindústrias no estado |Positivo
MG:Casos de febre amarela leva a estado de atenção |Negativo
Mil agentes de segurança penitenciários, aprovados no concurso Seplag Seds 08/2013, já assumiram os cargos. Eles... |Positivo
Militares do BPMRv recuperam veículo furtado na MG-424, em Sete Lagoas, e prendem o autor do furto. |Positivo
Minas Acontece - Polícia Civil mata 07 “cangaceiros” no Norte de Minas e impede roubo a banco |Positivo
Minas amo você ?|Positivo
Minas deve ser o estado mais quente do Brasil|Neutro
minas do rj me add pq tô cansado de me interessar por mina de outro estado|Neutro
MINAS É 1 ESTADO RICO. FOI ROUBADO. VERBAS SÓ TEM PRA BANCAR AS EXTRAVAGÂNCIAS D PIMENTEL. REAGE MINAS GERAIS. O PO… |Negativo
Minas é eterno, o dia todo no mesmo estado kkkk|Neutro
Minas é o Estado mais lindo dessa vida|Neutro
Minas é o estado mais quente sem base|Neutro
Minas é um bom estado, é tipo um Goiás melhorado.|Negativo
Minas é um Estado tá? Obs.: Maior que São Paulo e Rio de Janeiro. @trinadeckerr|Neutro
Minas é uma bosta na política, me dá vergonha esse meu Estado. |Neutro
Minas em calamidade financeira, carece de exemplo do governador PIMENTEL, quem o decretou. #ForaPimentel |Neutro
Minas está em estado de graça com o anúncio do acustico Jota Quest esse é o momento é a hora,chegou pra ficar?...|Neutro
Minas Gerais - Curso de Educação em Valores Humanos 2017|Positivo
minas gerais como sempre melhor estado |Neutro
Minas Gerais é o estado com mais universidades públicas. precisamente, 11 no total|Positivo
Minas Gerais é o quarto estado a garantir o direito à amamentação em público: |Neutro
Minas Gerais é um estado do tamanho da França. Não é a toa que tem tantas experiências para quem o visita |Negativo
minas gerais eh um estado mágico de anjos !|Negativo
minas gerais eh um estado tão mágico q quando vc pede pizza eles manda um saquinho cheio de katchup e mostarda aaaaaaa ???|Neutro
Minas Gerais foi quebrada pelo PT. E o Governador Pimentel usa helicóptero oficial pra levar e buscar seu "pimpolho" no sítio. Pasmem!!!?|Neutro
Minas Gerais não tem fundos em contas correntes para pagar valores devidos em função de decisões judiciais. O... |Neutro
Minas Gerais recebe auxílio da #ForçaNacional do #SUS para casos de #febreamarela |Positivo
Minas Gerais registrou 55 mortes causadas... |Positivo
Minas Gerais tem mais de 600... |Positivo
Minas Gerais, melhor estado do Brasil sil sil sil #TeamGOT7 |Neutro
Minas melhor estado gente|Negativo
Minas na veia uhu|Negativo
Minas pode voltar a ter chuvas, apesar do calor intenso |Negativo
Minas pode voltar a ter chuvas, apesar do calor intenso |Neutro
Minas que se creen piolas por pegarle a otra mina, y después son las mismas que hablan de la violencia de género. Hablame de ignorancia!|Positivo
Minas só vota errado! Presidente e  governador PeTralha agora prefeito da capital sem noção.... |Neutro
Minas tenta negociar nova suspensão do pagamento de dívida com a União |Neutro
Minas vai dobrar oferta de trabalho e estudo nos presídios do Estado|Neutro
Minas, Brasil...tudo piada pronta! Fuck! |Neutro
Minha cidade é a melhor do uni! |Neutro
MINHAS AMIGAS , MEUS AMIGOS , FERNANDO PINÓQUIO PIMENTEL , ESTE GOVERNADOR PETISTA PETRALHA DE MINAS GERAIS , QUE... |Neutro
Ministério da Justiça marca para dia 17 reunião com Estados sobre presídios - Nacional - Estado de Minas |Neutro
Ministério da Justiça marca para dia 17 reunião com Estados sobre presídios – Estado de… |Neutro
Ministério da Justiça marca reunião para dia 17 sobre crise nos presídios - Estado de Minas |Neutro
Ministério da Saúde reforça distribuição de vacinas contra a febre amarela |Positivo
Ministro da Justiça diz que Brasil 'prende muito e mal' - Politica - Estado de Minas |Neutro
Mora em qual estado? — MG e vc Anon? |Neutro
Mora em que estado frô? — Minas  |Neutro
Moradoras de ocupações formam-se empreendedoras em curso de qualificação oferecido pelo Estado |Neutro
Moradores do viaduto 9 de julho serão levados para abrigo em 90 dias, diz Doria - Politica - Estado de Minas |Neutro
Moraes apresenta plano de segurança há mais de 2h e não menciona novo massacre - Nacional - Estado de Minas |Neutro
Moralidade x Legalidade – Caso do Governador de Minas Gerais que utilizou helicóptero… |Negativo
Moreira Franco defende antecipação do fim do recesso para votar medidas para Rio - Politica - Estado de Minas |Neutro
Morre na Flórida a orca Tilikum, que inspirou o documentário 'Blackfish' - Estado de Minas |Neutro
Morre sociólogo e filósofo Zygmunt Bauman, teórico da 'modernidade líquida' - Estado de Minas |Neutro
Morre, aos 92 anos, o ex-presidente de Portugal Mário Soares - Estado de Minas |Neutro
Morreu o ex-presidente iraniano Akbar Rafsanjani, figura-chave da República Islâmica - Estado de Minas |Neutro
motivo de minas ser o melhor estado: ter pão de queijo no churrasco|Neutro
Motociclista faz manobra perigosa e mata menino de 11 anos - Gerais - Estado de Minas |Neutro
Motorista e passageira são presos com mais de 21kg de drogas em Mata Verde, MG |Positivo
Motoristas e cobradores manifestam contra insegurança em Juiz de Fora: Categoria pede providências após o aumento… |Positivo
Mulher foi presa e responderá por tráfico internacional de drogas. Investigação começou após macapaense ser presa em MG com cocaína.|Positivo
Municipio  sucre  petate|Neutro
MURIAÉ (MG) – PM apreende drogas e dinheiro no bairro São Cristóvão; 3 são conduzidos à delegacia |Positivo
Mutirão de vacinação contra a febre amarela será realizado em Ipatinga |Positivo
n devia nem ter lei pra isso|Negativo
Na briga pelo comando do Senado, Eunício costura uma 'chapa única' - Estado de Minas |Neutro
Na Penitenciária de Ribeirão das Neves (MG) com capacidade para 3.336 pessoas, o Estado se compromete a garantir 90% de lotação mínima.|Negativo
Na tarde desta... |Positivo
Nada más descanso que poner un estado o foto de lo que sea y ponerte MG o Me ENCANTA ?|Negativo
Nao deixe de ler. @AlexWEllis também elogiou a qualidade do ensino em Minas Gerais. |Positivo
Não haverá dúvida sobre divisão de multa a Estados em nova repatriação, diz Temer - Politica - Estado de Minas |Negativo
Não tem que perdoar a divida se tem tanto dinheiro para helicoptero|Negativo
Não tem recursos mas gasta 21mi em helicóptero... |Negativo
Necesito que @alex_luthor_ recupere el WiFi. Este estado de pasivo que solo da MG no lo aguanto.|Negativo
Nem tudo que é legal é moralmente falando legal. Fiz críticas a esse senhor Pimentel, e tão logo assumiu o... |Negativo
NENHUMA REBELIÃO EM 10 ANOS DE FUNCIONAMENTO|Positivo
Nesse presídio de Minas os detentos ficam soltos, estudam e trabalham; e não existe violência|Positivo
Nesse presídio de Minas os detentos ficam soltos, estudam e trabalham;… |Positivo
Neste 2o m domingo de 2017 tem a Coluna Marketing no Jornal Estado de Minas. Foi escrita para você!|Negativo
New post: "Agricultores são vacinados contra a febre amarela no ES e em MG" |Positivo
New post: "Apesar de chuvas reduzirem clientela, varejo vê expansão no início de 2017 - Estado de Minas" |Positivo
New post: "Após denúncia, PM apreende drogas, munição e armas em Araxá " |Positivo
New post: "Após ser agredida, mulher atira contra homem em Governador Valadares" |Negativo
New post: "Araxá recebe novas doses da vacina contra febre amarela" |Positivo
New post: "Arma e drogas são apreendidas pela PM em baile funk em Januária" |Positivo
New post: "BB cobra restituição de recursos por parte do governo de MG; estado afirma que instituição criou 'artif… |Negativo
New post: "Betim e Contagem intensificam vacinação contra febre amarela neste sábado" |Positivo
New post: "Campanha de prevenção à febre amarela tem início em Córrego Fundo" |Positivo
New post: "Cão da PM encontra drogas e homem é preso em Montes Claros |Positivo
New post: "Cinco homens são presos suspeitos de tráfico de drogas em Pirapora" |Positivo
New post: "Comitê de Monitoramento da Febre Amarela é criado em Viçosa" |Positivo
New post: "Contratação de professores começa nesta terça-feira em Juiz de Fora" |Positivo
New post: "Corpo em estado de decomposição é encontrado em Poços de Caldas, MG" |Negativo
New post: "Defesa Civil de MG confirma 16ª morte pela chuva no estado" |Neutro
New post: "Dois homens são preso após roubo de vaca na zona rural de Unaí" |Positivo
New post: "Dois jovens são presos com drogas, arma e munições em Jaíba" |Positivo
New post: "Dois são detidos ao tentar jogar celulares e drogas em presídio de MG" |Positivo
New post: "Dupla é presa em Patrocínio suspeita de envolvimento em roubo à fazenda" |Positivo
New post: "Em Montes Claros, mutirão realiza vacinação contra a febre amarela" |Positivo
New post: "Fernando Pimentel entrega viaturas à PM em Governador Valadares |Positivo
New post: "Governador Valadares registra dois assassinatos em menos de uma hora" |Neutro
New post: "Governo de MG expulsa 117 servidores em 2016 por infrações disciplinares" |Positivo
New post: "Grupo é detido após roubo e carreta recuperada em MG" |Positivo
New post: "Homem é morto a tiros após deixar presídio em Governador Valadares" |Neutro
New post: "Homem é preso após transportar drogas em ônibus de turismo, em MG" |Positivo
New post: "Homem é preso com réplica de pistola após roubo em Montes Claros" |Positivo
New post: "Homem é preso em Sabará suspeito de estupro e roubo de celular" |Positivo
New post: "Homem é preso suspeito de envolvimento com tráfico de drogas em Belo Horizonte" |Positivo
New post: "Januária recebe 50 mil doses da vacina após morte por febre amarela" |Positivo
New post: "Jovem é preso em Patos de Minas suspeito de tráfico e roubo na região" |Positivo
New post: "Jovem é preso suspeito de violência doméstica e cárcere em Uberlândia " |Positivo
New post: "Jovem fica ferido após ser torturado em Governador Valadares" |Neutro
New post: "Menor é detido com 142 pedras de crack e outras drogas em Ipatinga" |Positivo
New post: "MG é o quarto estado a garantir o direito à amamentação em público" |Neutro
New post: "Motoristas e cobradores manifestam contra insegurança em Juiz de Fora" |Positivo
New post: "Operação contra furto e roubo é realizada em Patos de Minas" |Positivo
New post: "PM apreende armas de fogo, munições e drogas em Juiz de Fora" |Positivo
New post: "PM apreende armas usadas em homicídio em Governador Valadares" |Neutro
New post: "PM apreende drogas na casa de avós de adolescente em Montes Claros" |Positivo
New post: "PM apreende pés de maconha e drogas em Uberlândia" |Positivo
New post: "PM monitora casa e prende homem com drogas e arma em Montes Claros" |Positivo
New post: "PM prende jovens com drogas e tornozeleira eletrônica em Corinto" |Positivo
New post: "Polícia apreende armas e drogas em uma casa em Montes Claros" |Positivo
New post: "Polícia apreende armas e drogas no distrito de Barra Alegre, em Ipatinga" |Positivo
New post: "Polícia Civil apreende drogas e materiais para refino em Iturama" |Positivo
New post: "Polícia Civil apresenta dupla presa por tráfico de drogas em Patrocínio" |Positivo
New post: "Polícia Civil identifica suspeito de roubo a ônibus em Juiz de Fora" |Positivo
New post: "Polícia Militar apreende 30 kg de maconha em Governador Valadares" |Neutro
New post: "Polícia Militar apreende armas e drogas na Região do Barreiro, em Belo Horizonte" |Positivo
New post: "Polícia prende nove suspeitos de tráfico de drogas em Ipatinga" |Positivo
New post: "Policial de folga impede roubo e detém ladrões em Juiz de Fora" |Positivo
New post: "Prefeito de Aimorés decreta estado de emergência administrativa" |Neutro
New post: "Prefeito de Ribeirão das Neves decreta estado de calamidade financeira" |Negativo
New post: "Prefeitura amplia horário de vacinação após caso de febre amarela em Poços" |Positivo
New post: "Prefeitura de Juiz de Fora apresenta ações de prevenção à febre amarela" |Positivo
New post: "Prefeitura de Juiz de Fora divulga convocação para educação infantil |Positivo
New post: "Prefeitura de Uberlândia decreta estado de calamidade financeira " |Negativo
New post: "Processo de designação de professores estaduais em Minas será feito pela internet |Positivo
New post: "Quatro homens são presos por  tráfico de drogas em Janaúba" |Positivo
New post: "Quatro homens são presos suspeitos de tráfico de drogas em Pirapora" |Positivo
New post: "Secretaria anuncia mais profissionais para vacinar contra febre amarela" |Positivo
New post: "Secretaria de Educação de Formiga abre novo processo seletivo" |Positivo
New post: "Secretaria investiga se macacos encontrados mortos em BH contraíram febre amarela - Estado de Minas" |Positivo
New post: "Suspeito de tráfico de drogas é detido com mais de R$ 22 mil em Juiz de Fora" |Positivo
New post: "Suspeitos de envolvimento com tráfico de drogas são detidos em Belo Horizonte" |Positivo
New post: "Suspeitos de envolvimento em roubo de bancos no Sul de MG são presos" |Positivo
New post: "Tentativa de fuga é impedida no presídio de Mariana, diz secretaria" |Positivo
New post: "Três homens são detidos após roubo em loja de celulares em Ipatinga" |Positivo
New post: "Três jovens de 20 anos são presos por envolvimento em um roubo em Unaí" |Positivo
New post: "Três são presos após furto a loja em shopping de Varginha, MG" |Positivo
New post: "UFJF abre 62 vagas para cursos em Governador Valadares" |Negativo
New post: "Vacinação contra febre amarela é ampliada em Coronel Fabriciano" |Positivo
New post: "Vacinação de febre amarela em áreas de surto em MG chega a 90% e ministro espera queda de casos  " |Positivo
New post: "Vereadores de Governador Valadares não terão 13º salário em 2017" |Negativo
New post: "Viçosa e Muriaé recebem mais doses da vacina contra febre amarela" |Positivo
No conozco ni a la mitad de las personas q le dieron mg al estado de agustina?|Negativo
No dia 06 de dezembro de 2016, o governador de Minas Gerais, Fernando Pimentel (PT) decretou calamidade... |Neutro
No dia 24... |Positivo
No estado de Minas Gerais, concurso da Câmara de Cipotânea abre oportunidades para Auxiliar de Serviços Gerais e... |Neutro
No RS, Sartori agradece Temer por renegociação de dívida dos Estados - Politica - Estado de Minas |Negativo
No último dia 06, as FOLIAS DE REIS foram reconhecidas como patrimônio cultural e imaterial do Estado de Minas... |Neutro
Nordeste enfrenta maior seca em 100 anos - Estado de Minas |Neutro
Nos envergonha Minas #Prefeito |Neutro
Nose Si Ese Estado Fue Para Mi, JAJA Pero Yo Le Di MG Igual!??|Neutro
NOTA DO GOVERNO DE MINAS GERAIS |Neutro
Nota do Governo de Minas Gerais –  Esclarecimento sobre os recursos dos depósitos judiciais |Negativo
NOTA DO GOVERNO DE MINAS GERAIS À IMPRENSA |Neutro
Notícia fresquinha no g1 dá uma conferida !!!! Tentativa de fuga é impedida no presídio de Mariana, MG, diz secret… |Positivo
Notícia: Folias de Minas são reconhecidas como bens imateriais do Estado |Neutro
Notícia: Governo de Minas e Iveco entregam 401 ônibus para escolar a municípios |Positivo
Notícia: Notificações por febre amarela estão em declínio, afirma governo de MG |Positivo
Notícia: Rio distribui vacinas contra febre amarela em municípios perto de MG  |Positivo
Notícias ao Minuto - Governo de MG gasta R$ 50,8 milhões com helicópteros |Negativo
Notícias: *MATA VERDE MG– Mais de 21kg de drogas são apreend... |Positivo
Notícias: Jaíba MG. Dois jovens são presos com drogas, arma ... |Positivo
Notícias: PIMENTEL, GOVERNADOR DE MINAS GERAIS, SOME COM DEP... |Neutro
Notificações por febre amarela estão em declínio, afirma governo de MG |Positivo
Nova campanha do governo de minas |Neutro
Nova rebelião em cadeia pública de Manaus deixa ao menos quatro mortos - Nacional - Estado de Minas |Negativo
Nova rebelião em cadeia pública de Manaus deixa ao menos três mortos - Nacional - Estado de Minas |Negativo
Novo massacre deixa 31 mortos em penitenciária de Roraima - Estado de Minas |Neutro
Novo massacre em prisão brasileira deixa 33 presos mortos em Roraima - Estado de Minas |Neutro
Número de migrantes chegados pelo mar diminuiu em dois terços - Estado de Minas |Neutro
Nutricionista dá dicas de lanches saudáveis e simples para as crianças levarem à escola - G1 Grande Minas - MG... |Positivo
O @hemominas contrata temporariamente profissionais para suas unidades no estado, hoje (24) e amanhã. Saiba mais: |Positivo
O Aécio quando governador de Minas fez mais de 1.200 viagens para ir a praia no  Rio de Janeiro , cadê a indignação?|Neutro
O atual Governador de Minas Gerais foi flagrado usando o... |Neutro
O Banco do Brasil informou à justiça mineira que o estado não possui dinheiro para pagamento de resgastes dos... |Neutro
O BB anuncia que o Estado de Minas não tem mais recursos e vai o Pimentel  (PT-MG) e me compra 2 helicópteros! Pode isso, Arnaldo???|Neutro
O Brasil venceu a primeira batalha! A... |Neutro
O Centro de Acolhimento SOS Drogas oferece acolhimento e orientação gratuita especializada aos usuários de... |Positivo
O Coren-MG lança hoje o seu Programa de Educação Permanente. Faça já cursos e palestras grátis com certificação.… |Positivo
o Estado de MG pode cobra…|Negativo
o Estado de MG pode cobrar T…|Neutro
O estado de MG, por exemplo, tem 11 universidades públicas, com grandes nomes...|Positivo
O estado de Minas Gerais, através da Polícia Civil, assinou contrato de locação superfaturado de um imóvel da Rua... |Neutro
O filhinho anda passando mal demais, um helicóptero só não tá dando conta do recado...... FDP!!!? |Neutro
O gov de MG que quebrou o estado, apesar da calamidade financeira está comprando + 2 helicópteros. Então… |Negativo
O governador de MG se reúne agora com os secretários de Segurança, Adm Prisional, PM e Casa Civil para discutir situação presídios estaduais|Neutro
O governador de MG se reúne agora com os secretários de Segurança, Adm Prisional, PM e Casa Civil para discutir situação presídios estaduais|Positivo
O governador de Minas Gerais, Fernando Pimentel, age como se os estado fosse seu reino e os mineiros seus súditos. |Neutro
O governador de Minas Gerais, Fernando Pimentel, causou uma verdadeira comoção ao utilizar um helicóptero do... |Negativo
O governador de Minas, Fernando Pimentel, confirmou que 500 policiais militares vão reforçar o policiamento:… |Positivo
O governador de Minas, Fernando Pimentel, do PT, decretou... |Negativo
O governador Fernando Pimentel (PT-MG) mandou comprar mais dois... |Negativo
O governador Fernando Pimentel declarou calamidade financeira em Minas e comprou 2 helicópteros. Fernando Pimentel é uma calamidade moral.|Neutro
O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba… |Negativo
O Governo de Minas anunciou que os adoecidos da Lei 100, por meio do PLC138 receberão o décimo... |Positivo
O Governo de minas comprou mais 2 aeronaves, e olha q Minas está falida. Na verdade falida p mim e p você, mas não p ele e sua turma.|Negativo
O governo de Minas expulsou em 2016:  Políciais Militar (36), Políciais Civis (21) e Corpo de Bomb... |Positivo
o governo de Minas paga R$ 3.500 mensais por preso para a GPA.|Negativo
O Governo do Estado de Minas Gerais, atendendo às reivindicações do Sind-UTE, com a nossa intervenção, publicou... |Positivo
O governo do estado do rio tbm não tem enviado a mesalazina. Eles resolveram trocar a mg e com isso fomos obrigados… |Negativo
O governo PETISTA de FERNANDO PIMENTEL já está entre os PIORES da história do Estado de Minas Gera…|Negativo
O Ibmec/MG alcançou um percentual incrível no exame da OAB: 80% de nossos alunos foram aprovados!  Saiba mais:… |Positivo
o Japão é menor que o estado de minas gerais|Negativo
O jornal "Estado de Minas" fez uma matéria sobre aplicativos e sites para estudar para o ENEM. O #EstudaVest... |Positivo
O jornal apresenta o balanço dos oito anos de governo do prefeito Fernando Rolla (2009/2016) na cidade (leste de MG) |Negativo
O jornal do Medioli diz q o Presídio Público-Privado de MG é um sucesso mas não diz qual governador fez |Negativo
O lugarzinho quente #governador #valadares #mg #BLOGDOADILSON @ Governador Valadares, Minas Gerais |Negativo
O mais importante: o governo de Minas paga R$ 3.500 mensais por preso para a GPA. |Negativo
O Maluco se encontra em completo estado alterado emocional diagnóstico esquizofrenia. Quem mandou ser simpatizante… |Negativo
O pagamento do IPVA começa na próxima semana e as guias já estão disponíveis na internet. A Secretaria de Estado... |Negativo
O pedido da certificação poderá ser feito por ofício direcionado à Secretaria Extraordinária de Desenvolvimento... |Negativo
O pensamento da esquerda é em essência caloteiro. PT, PC do B, PSOL, REDE etc |Negativo
O pessoal elegeu o Aécio como governador. Parece que o povo de Minas tem uma tara por bandidos |Negativo
O povo de Minas Gerais só se preocupam em comer pão de queijo(q aliás é maravilhoso) é esse Senhor continuando Gove… |Negativo
o povo fala que minas é roça mas foi no estado do rio que meu onibus parou hj  pros boizinhos passarem|Negativo
O povo mineiro tem que da um pé na bunda  desse  canalha... |Negativo
O POVO MINEIRO... |Negativo
O povo não aprende e o PT segue fod**** a gente. |Negativo
O problema de saúde do estado do Pará de Minas Gerais de mim não me atende o celular na mão e o boi e vira uma coisa pra fazer o seu pai|Negativo
O professor do Centro Federal de Educação Tecnológica de Minas Gerais (CEFET-MG) da Universidade Federal de... |Negativo
O Programa BDMG Municípios Mineradores oferecerá crédito para financiamento a municípios que tiveram queda na... |Positivo
O PT é uma piada de mau gosto! #CorruPTo|Neutro
O pt quebrando MG|Neutro
O PT quebrou Minas Gerais -Governador autoriza compra dois novos helicópteros |Negativo
O PT quebrou Minas Gerais- Fernando Pimentel usou helicóptero do estado ilegalmente |Negativo
O PT sendo PT... É ainda tem gente que apóia eles viu... |Negativo
O PÚBLICO E O PRIVADO, o presidente de Minas Gerais Raul Soares e o governador Fernando Pimentel... |Negativo
O que essas minas do Estado tanto vêem em nós do Palácio ? ?|Negativo
O rio esta acabando em peixes e agua |Neutro
O sangue de Jesus tem poder, pé de pato mangalô três vezes, credo em cruz ave Maria,  o portal do Estado de Minas... |Negativo
O sem vergonha governador de MInas: |Negativo
O simbolismo no uso do helicóptero oficial pelo governador de MG |Negativo
o tal Pimentel é só o governador de minas. Com o dinheiro PUBLICo investido nesse helicóptero dava pra tirar mil pe… |Negativo
O uso do rádio como ferramenta pedagógica.Confira. |Positivo
Obama critica plano de republicanos para derrubar Medicaid - Estado de Minas |Negativo
Obras de nova escola do SENAI seguem a todo vapor em Pará de Minas – Total 98 FM |Positivo
ÓDIO ESQUERDISTA.Grupo tortura deficiente mental por ser branco e eleitor do Trump - Internacional - Estado de Minas |Negativo
Oitenta e sete agentes socioeducativos, aprovados no último concurso realizado pela Secretaria de Estado de... |Negativo
Olha o que está escrito no site do Estado de Minas: Para se candidatar, os interessados devem apresentar carteira... |Negativo
Olha, pode até ser, mas a É…|Neutro
omg anoche sin querer me puse mg en un estado de facebook y lo tuve toda la noche seguro los que lo vieron pensaron que era un retrasado|Negativo
Onda que le puse MG a todos los comentarios que hicieron las minitas en el estado de mi hermano ???  Osea, marco territorio|Negativo
Onde está a crise ?? |Negativo
Ônibus 4,80 e o estágio me paga 2,50 de passagem. Cade coerência governo de Minas?? Bora ajudar a classe dos estagiários proletários|Negativo
Ônibus de Contagem têm passagem pela metade do preço aos domingos - Gerais - Estado de Minas |Negativo
ontem eu tava conversando cm um guri de Minas gerais e disse que as praias do estado dele são lindas sendo que MG não tem praiaskkkk kkscrr|Negativo
ONU expulsa integrantes que dançaram com guerrilheiros da Farc no réveillon - Estado de Minas… |Negativo
ONU expulsa integrantes que dançaram com guerrilheiros da Farc no réveillon - Internacional - Estado de Minas |Negativo
Operação conjunta da PC,PM e PMRv apreende drogas,armas e munições em Oliveira/MG |Positivo
Operação contra furto e roubo é realizada em Patos de Minas: Ação tem objetivo de repreender crimes em Presidente…… |Positivo
Oposição venezuelana declara Maduro em 'abandono de cargo' pela crise - Estado de Minas |Negativo
Órgãos de saúde do Estado monitoram casos de Febre Amarela em Minas Gerais |Neutro
Os alunos poderão optar por Desenhista de Produtos Gráficos, Analista de Mídias Sociais, Desenvolvedor de Jogos... |Positivo
os caras fazem crochê!!! "Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos" |Positivo
OS HELICÓPTEROS DE PIMENTEL|Neutro
Os petistas são assim mesmo! Agem como se fossem os donos. se apropriam... |Neutro
Ou @zeca1908 manda os links dos seus tuites cravando o tiago neves no atlético do estado de minas pra gnt retuitar.|Neutro
Ou Temer golpista demite o secretário nacional de Juventude Bruno Júlio. PMDB-MG ou podemos dizer adeus ao estado de direito. Se é que temos|Neutro
Outros Caminhão rampa ano 08 - Governador Valadares/MG - |Neutro
P$DB faliu, PT finalizou. |Neutro
País abriga 27 facções - Politica - Estado de Minas |Neutro
PAÍS medíocre. Odeio ser brasileiro.|Neutro
Panelas? Alguém?|Neutro
Papa Francisco pede por prisões mais humanas após massacre em presídio de Manaus - Internacional - Estado de Minas |Neutro
Papai te ama.... ?? @ Governador Valadares, Minas Gerais |Neutro
Para 308 municípios:|Positivo
Para as próximas cachaçadas dele e da mulher! |Neutro
Para aumentar ainda mais a segurança no trânsito, Prefeitura realiza operação Tapa-buracos: |Positivo
Pará de Minas tem 88% de cobertura vacinal contra a febre amarela e estoques normalizados |Positivo
Pará de Minas: jovem de 19 anos é preso por tráfico de drogas |Positivo
Para ficar suave e confortável para a família do governador? |Neutro
Para Justiça venezuelana, Parlamento é incompetente para destituir Maduro - Estado de Minas |Neutro
Para não perder clientes, motoristas de táxi-lotação se recusam a aumentar tarifa - Gerais - Estado de Minas |Neutro
Para não perder clientes, motoristas de táxi-lotação se recusam a aumentar tarifa - Gerais - Estado de Minas |Negativo
Para PF, falta de fiscalização em obra do Move pode ter causado desabamento de viaduto - Gerais - Estado de Minas |Negativo
Para que puta le dan mg a mi estado entonces la cajeta de su madreeeeee|Negativo
Para Trump, controvérsia com a Rússia é uma "caça às bruxas" - Estado de Minas |Neutro
Parabéns pra quem elegeu o Governador de Minas, especialmente os partidários do funcionalismo público, sejam ele... |Negativo
Paredão é a única solução para políticos como o Governador de MG, que usou o Helicóptero público para buscar... |Negativo
Parem de fingir que tem estado melhor que Minas Gerais no Brasil.|Neutro
Participe da vacinação contra febre amarela na zona rural: |Positivo
Passagem comprada! Agora é chegar em paz no segundo melhor estado do país, Minas Gerais! ?|Neutro
Patito se la re mandó con el estado que tiro de mi fb en 3 minutos una banda de MG jaja lo borre altoque es un bastardo !|Neutro
Patos Já - PM impede repasse de celulares, drogas e outros materiais a detentos do Presídio Sebastião Satiro |Positivo
Patos Já - Polícia apreende maconha e chucho em cela do Presídio Sebastião Satiro |Positivo
PCC aprofunda aliança com facção na Rocinha - Nacional - Estado de Minas |Neutro
PCC cumpre ameaça, mata 33 em Roraima e facções desafiam governo - Nacional - Estado de Minas |Negativo
PCC já teria plano para se vingar de Família do Norte - Nacional - Estado de Minas |Negativo
PCC tem estatuto com artigo que proíbe estupradores, homossexuais e pedófilos - Nacional - Estado de Minas |Negativo
Pelo menos 33 morrem em presídio de Roraima, diz governo do estado – Estado de Minas: Globo… |Neutro
Peritos do Amazonas prometem parar IML por tempo indeterminado – Estado de Minas: Peritos… |Neutro
Pesco a 40 anos . BSB Country  em Paracatu.|Neutro
Pessoas de outros lugares zoando que Minas não tem mar, voltem para o estado de vocês! A gente não te quer aqui|Neutro
PETISTA PIMENTEL|Neutro
petista tetas desfruta |Neutro
Petrobras aumenta preço do diesel nas refinarias em 6,1% em média - Economia - Estado de Minas |Neutro
Petrobras aumenta preço do diesel nas refinarias em 6,1% em média - Economia - Estado de Minas |Positivo
Petróleo recua com avanço dos poços e plataformas em operação nos EUA - Estado de Minas |Neutro
Pico da Ibituruna Governador Valadares/MG-BRASIL melhor lugar para voo livre do mundo... |Neutro
Pimente…|Neutro
Pimentel = Imperador absolutista  -->>  Governo de Minas Gerais compra mais dois helicópteros -  |Neutro
Pimentel anuncia R$ 26 milhões para o combate da febre amarela em MG |Positivo
Pimentel convoca reunião para avaliar presídios de MG. O governador Fernando Pimentel convocou os secretários da... |Neutro
Pimentel e Kalil se reunirão para discutir plano de segurança para Belo Horizonte… |Positivo
Pimentel e o PT! Distribuindo a doença! Estado amplia para 23 o número de casos suspeitos de febre amarela em Minas |Neutro
PIMENTEL E OS NOSSOS PROBLEMAS COM HELICÓPTEROS!|Neutro
PIMENTEL GOV PETISTA DE MG DANDO UM ROLE COM HELICOPTERO DO GOVERNO BUSCAR O FILHO BEBADO |Neutro
PIMENTEL GOV PETISTA DE MG DANDO UM ROLE COM HELICOPTERO DO GOVERNO BUSCAR O FILHO BEBADO: |Neutro
Pimentel já está se preparando caso tenha que buscar mais parentes bêbados de helicóptero. (By MBL-BH).|Neutro
Pimentel raspou o tacho|Negativo
Pimentel torrando dinheiro com helicópteros |Neutro
Pimentel torrou o dinheiro dos depósitos judiciais, como puderam entregar todo esse dinheiro na mão desse corrupto?? |Neutro
PIMENTEL UBER|Neutro
Pimentel vai buscar filho em festa de réveillon com helicóptero do governo de... |Neutro
Pimentel visita Sala de Situação Contra a Febre Amarela e reafirma empenho do Estado para conter avanço da doença. |Positivo
Piora da crise política barra avanço do programa de renovação, diz Fenabrave - Estado de Minas |Neutro
